&Sons,China Square Central,20 Cross St #01-19,6221 3937,Food & Restaurants,
Everlast,Causeway Point,#02-20,6760 0119,Fashion Wear & Accessories,
Evita PERONI,The Centrepoint,#01-K7,N.A,Fashion Wear & Accessories,
Eyechamp Young,Waterway Point,West Wing  #02-31,6386 0816,Optical,
Factorie,Causeway Point,#02-28,6219 5289,Fashion Wear & Accessories,
Factorie,Waterway Point,East Wing  #01-50,6385 9334,Fashion Wear & Accessories,
Factory Direct Sales,Anchorpoint,#B1-37,6252 0089,Leather Goods  Bags & Shoes,
Fairprice Finest,Changi City Point,#B1-08/09/10/11,6444 1472 <br> 6443 8547,Supermarket,M400045780
FairPrice Finest,Valley Point,#01-14,6733 9358,Supermarket,M400045780
Fairprice Finest,Waterway Point,West Wing  #B2-32,6385 8959,Supermarket,M400045780
Famous Amos,Causeway Point,#B1-K20,6894 8831,Food & Restaurants,
Famous Amos,Northpoint City,North Wing  #B1-16,6752 6272,Food & Restaurants,
Famous Tiong Bahru Dessert,Causeway Point,#01-K10,Not Available,Food & Restaurants,
Fancy Delight,Causeway Point,#B1-K19,Not Available,Food & Restaurants,
Fasu,Northpoint City,North Wing  #02-22,6257 1618,Fashion Wear & Accessories,
Feng Shui Shi Jia,Waterway Point,#B2-18,N.A.,Services,
Fingertip Nail Care,Bedok Point,#B1-14,6445 5001,Hair & Beauty,
First Lady Nails & Beauty,Northpoint City,North Wing  #03-29,6482 5722,Hair & Beauty,
Fish & Co.,Waterway Point,East Wing  #B1-18,6385 9061,Food & Restaurants,
Fish Mart SAKURAYA,Anchorpoint,#01-32/33,6474 2495,Food & Restaurants,
Five Izakaya Bar,Changi City Point,#01-66/67,6604 8255,Food & Restaurants,
Flora Springs & Party,Anchorpoint,#B1-11,6474 4119,Gifts,
Folks Collective,China Square Central,20 Cross St,6536 6739,Food & Restaurants,
Food Junction,Eastpoint Mall,#04-04,6338 8213,Food & Restaurants,
Food Republic,Causeway Point,#04-01/04,6891 1021,Food & Restaurants,
Forever Flawless,The Centrepoint,#02-02/02A/03/03A,6737 1012,Hair & Beauty,
Forty 42,China Square Central,18 Cross St #02-10,Not Available.,Toys & Collectibles,
Four Leaves,Anchorpoint,#B1-57,6473 3801,Food & Restaurants,
Four Leaves,Causeway Point,#B1-34,6894 1232,Food & Restaurants,
Four Leaves,Changi City Point,#B1-52,6636 1663,Food & Restaurants,
Four Leaves,YewTee Point,#B1-33/34,6762 0228,Food & Restaurants,
Four Leaves CafÌÎå©,Eastpoint Mall,#02-K1,6694 8527,Food & Restaurants,
Fourskin,Eastpoint Mall,#02-23,6443 3087,Fashion Wear & Accessories,
Fox Kids & Baby,Causeway Point,#03-19,6891 1383,Children's Wear  Toys & Maternity,
Fox Kids & Baby,Changi City Point,#02-24,6636 3911,Children's Wear  Toys & Maternity,
Fragrance,Changi City Point,#B1-19,6636 1642,Food & Restaurants,
Fragrance,Northpoint City,North Wing  #B2-15,6482 5114,Food & Restaurants,
Fragrance,The Centrepoint,#B1-K4,N.A,Food & Restaurants,
Fragrance,YewTee Point,#B1-39,6468 1506,Food & Restaurants,
FREE Skin & Body Perfect,The Centrepoint,#03-19A,6737 1868,Hair & Beauty,
Freeman Florist,Waterway Point,East Wing  #B2-33,6386 8469,Gifts,
Frenzo Spa & Wellness,Eastpoint Mall,#02-15/16,6789 6538,Hair & Beauty,
Fruit Paradise,Waterway Point,West Wing  #01-65,6385 8795,Food & Restaurants,
G-Factory,Waterway Point,West Wing  #01-19,6808 1711,Jewellery & Watches,
G2000,Causeway Point,#02-30,6894 7168,Fashion Wear & Accessories,
G2000,Waterway Point,West Wing  #01-09,6386 3869,Fashion Wear & Accessories,
G2000 Outlet,Changi City Point,#02-36/37,6636 1466,Fashion Wear & Accessories,
Gadget Mix,Northpoint City,North Wing  #B2-04,N.A,Electrical  Electronic  Camera & Telecommunication,
Gadget Solution,Eastpoint Mall,#B1-06,8727 2824,Electrical  Electronic  Camera & Telecommunication,
Gain City,Causeway Point,#04-23,6894 0100,Electrical  Electronic  Camera & Telecommunication,
Gain City,Changi City Point,#01-K9,6853 1212,Electrical  Electronic  Camera & Telecommunication,
GelÌÎÌre,Causeway Point,#03-K06/K08,6891 2665,Food & Restaurants,
GelÌÎÌre,The Centrepoint,#03-K01,6659 6430,Food & Restaurants,
GelÌÎÌre,Waterway Point,West Wing  #02-25,6385 8994,Food & Restaurants,
Genki Sushi,Waterway Point,West Wing  #02-23,6385 1311,Food & Restaurants,
Geox,The Centrepoint,#01-22/23/24,6836 5723,Leather Goods  Bags & Shoes,
GG-2,Eastpoint Mall,#02-36/37,Not Available,Fashion Wear & Accessories,
GG&lt;5,Waterway Point,West Wing  #01-11,6385 9632,Fashion Wear & Accessories,
Giordano,Causeway Point,#01-22,6513 7264,Fashion Wear & Accessories,
Giordano,Changi City Point,#01-32,6636 0497,Fashion Wear & Accessories,
Giordano,Northpoint City,North Wing  #02-12,6754 5300,Fashion Wear & Accessories,
Giordano,Waterway Point,East Wing  #B1-41/42,6513 7275,Fashion Wear & Accessories,
Giordano Outlet,Anchorpoint,#01-19,6513 7260,Fashion Wear & Accessories,
GK Global,Causeway Point,#03-K10,6894 8797,Electrical  Electronic  Camera & Telecommunication,
GK Global,Waterway Point,West Wing  #B1-K14,Not Available.,Electrical  Electronic  Camera & Telecommunication,
Glimpse,Causeway Point,#01-23,6766 0123,Optical,
Glimpse,The Centrepoint,#01-33/33A,6262 3133,Optical,
Global Art,Anchorpoint,#B1-38/39,6475 7100,Schools & Offices,
Global Art,Eastpoint Mall,#06-03,6538 9613,Schools & Offices,
GNC,Causeway Point,#B1-36,6894 2732,Pharmacy & Healthcare,
GNC,Changi City Point,#B1-17A,6636 1196,Pharmacy & Healthcare,
GNC,Northpoint City,North Wing,6851 7116,Pharmacy & Healthcare,
GNC,The Centrepoint,#B1-05,6835 7421,Pharmacy & Healthcare,
GNC,Waterway Point,West Wing  #B2-29,6385 8215,Pharmacy & Healthcare,
GoGo Franks,Causeway Point,#B1-K27,6893 0316,Food & Restaurants,
GoGo Franks,Northpoint City,North Wing  #B1-25,6481 7951,Food & Restaurants,
Golden Horse,Bedok Point,#B1-15,Not Available.,Furniture  Furnishings and Household,
Goldheart,Causeway Point,#01-07/08,6894 1471,Jewellery & Watches,
Goldheart,The Centrepoint,#01-18/20,6835 3583,Jewellery & Watches,
Goldheart,Waterway Point,West Wing  #01-06,6385 9190,Jewellery & Watches,
Goldheart Gold,Waterway Point,East Wing  #01-57,6385 9808,Jewellery & Watches,
Goldlion Boutique,Waterway Point,East Wing  #B1-37,6385 9177,Fashion Wear & Accessories,
GoldSilver Central,China Square Central,18 Cross St #01-24,6222 9703,Jewellery & Watches,
Grove,Waterway Point,West Wing  #02-21,6385 8874,Food & Restaurants,
Guardian Health & Beauty,Causeway Point,#B1-28/29/30,6894 3014,Pharmacy & Healthcare,MR85002257
Guardian Health & Beauty,Eastpoint Mall,#02-01 to #02/35,6538 2394,Pharmacy & Healthcare,MR85002257
Guardian Health & Beauty,Northpoint City,North Wing,6754 6574,Pharmacy & Healthcare,MR85002257
Guardian Health & Beauty,The Centrepoint,#B1-01/02/03/04,6835 7453,Pharmacy & Healthcare,MR85002257
Guardian Health & Beauty,Waterway Point,West Wing  #B1-04,6385 8073,Pharmacy & Healthcare,MR85002257
Guo Fu,China Square Central,20 Cross St #01-08/08A/09/31/32/33,6557 0906,Food & Restaurants,
GYMMBOXX Silver,Bedok Point,#04-08/19,6873 0286,Sports & Leisure,
H&M,Waterway Point,West Wing  #01-64 and #02-26,6385 8007,Fashion Wear & Accessories,
H4U Salon,The Centrepoint,#04-16,6738 8849,Hair & Beauty,
Hair Club,Waterway Point,West Wing  #B2-25,Not Available.,Hair & Beauty,
Hair Inn,The Centrepoint,#02-26,6733 8510,Hair & Beauty,
Hair Mori Salon,The Centrepoint,#02-35,6262 6088,Hair & Beauty,
Hako,Causeway Point,#04-29,6766 0318 <br> 6766 0338,Gifts,
Han Language Centre,Eastpoint Mall,#06-07,6538 4997,Schools & Offices,
Han's,Changi City Point,#01-51/52/53,6708 6752,Food & Restaurants,
Han's,The Centrepoint,#01-53/54/55/56,6708 6776,Food & Restaurants,
Han's,Waterway Point,East Wing  #B2-01,6708 6774,Food & Restaurants,
Hang Ten,Northpoint City,North Wing  #02-20,6852 7663,Fashion Wear & Accessories,
Hanis CafÌÎå© & Bakery,Eastpoint Mall,#01-14,6708 6773,Food & Restaurants,
Happy Days,Bedok Point,#04-01/04,6445 4345,Amusement/Entertainment,
Harvey Norman,Bedok Point,#B1-01/02  #B1-16 to 32 #B1-K1 to K14,6446 7218,Electrical  Electronic  Camera & Telecommunication,
Harvey Norman,Northpoint City,North Wing,6757 7695,Electrical  Electronic  Camera & Telecommunication,
Hassan Barber,Eastpoint Mall,#04-03,Not Available.,Hair & Beauty,
Headlines Hairdressing,China Square Central,18 Cross St #01-15,6221 6866,Hair & Beauty,
Healthway Medical,The Centrepoint,#06-01/02/03/04/05,6733 0355,Pharmacy & Healthcare,
Heavenly Wang,Eastpoint Mall,#B1-K3,Not Available,Food & Restaurants,
Heguru Education Centre,Waterway Point,West Wing  #02-07,6385 1588,Schools & Offices,
Helen,Causeway Point,#01-28A,6891 2917,Fashion Wear & Accessories,
Heritage Hub,Northpoint City,North Wing  #02-30,6756 2811,Fashion Wear & Accessories,
Hi-Tech Mobile,Eastpoint Mall,#04-K1,N.A,Electrical  Electronic  Camera & Telecommunication,
Himonoya,Robertson Walk,#02-14,8307 9863,Food & Restaurants,
Hinata,Robertson Walk,#01-07,6737 5968,Food & Restaurants,
Ho Kee Pau,Causeway Point,#01-K07,6894 3778,Food & Restaurants,
Hobby Atelier,China Square Central,18 Cross St #02-24,8612 7866,Toys & Collectibles,
Hockhua Herbal Tea,Causeway Point,#B1-K24,6894 1250,Food & Restaurants,
Hockhua Tonic,Causeway Point,#B1-39,6894 1230,Pharmacy & Healthcare,
Hockhua Tonic,Eastpoint Mall,#04-05,6636 4483,Pharmacy & Healthcare,
Hockhua Tonic,YewTee Point,#B1-23,6509 4383,Pharmacy & Healthcare,
HockHua Tonic,Waterway Point,West Wing  #B2-30,6385 8486,Pharmacy & Healthcare,
Hokkaido Baked Cheese Tart,Changi City Point,#B1-K5,6904 9166,Food & Restaurants,
Hokkaido Baked Cheese Tart,Northpoint City,North Wing  #B1-46,6481 0887,Food & Restaurants,
Home-Fix The D.I.Y Store,Eastpoint Mall,#B1-01/02,6214 3100,Furniture  Furnishings and Household,
Home-Fix The D.I.Y. Store,Causeway Point,#B1-41,6893 1228,Furniture  Furnishings and Household,
Home-Fix The D.I.Y. Store,Northpoint City,North Wing  #B1-26,6754 6701,Furniture  Furnishings and Household,
Hong Kong Egglet,Northpoint City,North Wing  #B1-18,N.A,Food & Restaurants,
Hong Kong Sheng Kee Dessert,Causeway Point,#B1-24,6892 9795,Food & Restaurants,
Hong Kong Sheng Kee Dessert,Changi City Point,#B1-30,6636 1580,Food & Restaurants,
Hong Kong Sheng Kee Dessert,The Centrepoint,#B1-14,6736 3688,Food & Restaurants,
Honolulu CafÌÎå©,The Centrepoint,#01-33F/G,6734 6609,Food & Restaurants,
Hoops Factory,Northpoint City,North Wing  #02-32,6756 9021,Sports & Leisure,
Hoops Factory,The Centrepoint,#02-15/16,6260 0366,Sports & Leisure,
Hot Tomato,Causeway Point,#02-11,6894 2685,Food & Restaurants,
Hua Language Centre,Causeway Point,#05-03,6894 7183,Schools & Offices,
Huang Chen Nanyang Old Coffee,China Square Central,20 Cross St,Not Available,Food & Restaurants,
Hue Fashion,Northpoint City,North Wing  #02-21,6759 6236,Fashion Wear & Accessories,
Hush Puppies,The Centrepoint,#02-01,6734 3635,Leather Goods  Bags & Shoes,
Hush Puppies Apparel,Anchorpoint,#01-35,6471 7382,Fashion Wear & Accessories,
Hush Puppies Apparel,Causeway Point,#02-25,6894 2149,Fashion Wear & Accessories,
Hush Puppies Apparel,Northpoint City,North Wing  #02-19,6257 5910,Fashion Wear & Accessories,
Hush Puppies Outlet / Antton & Co. Outlet,Changi City Point,#01-17,6443 5117,Leather Goods  Bags & Shoes,
I Can Read,Bedok Point,#02-18/19,6785 8168,Schools & Offices,
I Can Read,Waterway Point,West Wing  #02-06,6385 9278,Schools & Offices,
I Love Taimei,Waterway Point,West Wing  #B1-K5,Not Available,Food & Restaurants,
I ‰Û¡å»å« Accessories,Northpoint City,North Wing  #03-17,6257 8109,Fashion Wear & Accessories,
i.Dental,Northpoint City,North Wing  #03-15,6756 1868,Services,
iBeryl,Eastpoint Mall,#02-K5,Not Available.,Leather Goods  Bags & Shoes,
iBeryl,Waterway Point,West Wing  #01-K10,9223 3878,Leather Goods  Bags & Shoes,
Ichiban Boshi,Causeway Point,#05-06/07,6893 6338,Food & Restaurants,
Ichiban Boshi,Waterway Point,East Wing  #B1-19,6385 8351,Food & Restaurants,
Ichiban Sushi,Changi City Point,#B1-12/13,6636 1638,Food & Restaurants,
Idaten Udon,Changi City Point,#B1-12/13,6636 1736,Food & Restaurants,
ILDO Taekwondo Academy,Bedok Point,#02-20/22,9677 5860,Schools & Offices,
Industrial and Commercial Bank of China Ltd,Eastpoint Mall,#01-K6/K7/K8,6369 5588,Bank & Money Changer,
Industrial and Commercial Bank of China Ltd,Waterway Point,West Wing  #01-14,6369 5588,Bank & Money Changer,
innisfree,Causeway Point,#01-24,6760 0249,Hair & Beauty,
Intoxiquette,The Centrepoint,#02-08/09,6887 4856,Fashion Wear & Accessories,
Iora,The Centrepoint,#03-37/39,6836 5163,Fashion Wear & Accessories,
J-Story,Eastpoint Mall,#01-33,Not Available,Food & Restaurants,
J3 Healthier Juice. Soda,China Square Central,18 Cross St #01-12,6221 0754,Food & Restaurants,
Jack's Place,Anchorpoint,#01-09/10,6475 9790,Food & Restaurants,
Jantzen Salon,Causeway Point,#04-16,6513 8802,Hair & Beauty,
Jantzen Salon,Eastpoint Mall,#02-14,6513 8808,Hair & Beauty,
Jantzen Salon,The Centrepoint,#02-22,6513 8805,Hair & Beauty,
Japan Home,Anchorpoint,#B1-30/31,64725913,Furniture  Furnishings and Household,
Japan Home,Causeway Point,#B1-06,6760 0092,Furniture  Furnishings and Household,
Japan Home,Eastpoint Mall,#04-12,6784 2733,Furniture  Furnishings and Household,
Japan Home,Northpoint City,North Wing  #02-18,6759 4881,Furniture  Furnishings and Household,
Japan Home,YewTee Point,#B1-27,6462 2214,Furniture  Furnishings and Household,
Japan Home,Waterway Point,East Wing  #B2-19/20,6385 9106,Furniture  Furnishings and Household,
Jean Accessories,Northpoint City,North Wing  #02-35,6854 0726,Fashion Wear & Accessories,
Jean Yip Beauty & Slimming,Causeway Point,#04-15,6894 2316 <br> 6894 2317,Hair & Beauty,
Jean Yip Hairdressing,Causeway Point,#04-13,6894 2316 <br> 6894 2317,Hair & Beauty,
Jean Yip Hairdressing / Jean Yip Slimming & Beauty,Northpoint City,North Wing,6257 9232,Hair & Beauty,
Ji De Chi,Eastpoint Mall,#01-07/K3,6484 6522,Food & Restaurants,
Ji De Chi,The Centrepoint,#02-K02,N.A,Food & Restaurants,
Ji De Chi,Waterway Point,East Wing  #B1-43/K9,Not Available,Food & Restaurants,
Jollibee,Changi City Point,#01-37/38,Not Available,Food & Restaurants,
Joop,Anchorpoint,#01-28,N.A,Fashion Wear & Accessories,
JS Hair Studio,YewTee Point,#01-14,6893 2113,Hair & Beauty,
Ju Hao,Northpoint City,North Wing,62575868,Food & Restaurants,
Ju Shin Jung ‰Û¡ÌÝÌÕ Korean Charcoal BBQ,Robertson Walk,#01-30/31,6235 6786,Food & Restaurants,
Juba,The Centrepoint,#01-34/35/36/37/38/39,6836 6686,Fashion Wear & Accessories,
Ka Ki Nang,Bedok Point,#01-04,N.A,Food & Restaurants,
Kai Joo Optometry,Eastpoint Mall,#01-30,6784 8066,Optical,
Kaiware Japanese Restaurant,China Square Central,22 Cross St,6735 2345,Food & Restaurants,
Kakoo,The Centrepoint,#02-49,6235 9695,Fashion Wear & Accessories,
Kanemochi,Waterway Point,East Wing  #B1-K13,Not Available,Food & Restaurants,
Kanpai 789,Robertson Walk,#01-18/29,9800 4954,Food & Restaurants,
Kappa,Northpoint City,North Wing  #02-49,N.A,Fashion Wear & Accessories,
Kcuts,Bedok Point,#03-30,Not Available.,Hair & Beauty,
Kcuts,Changi City Point,#02-11,Not Available,Hair & Beauty,
kcuts,Eastpoint Mall,#B1-04,Not Available,Hair & Beauty,
Ken@HairStage,Bedok Point,#03-20/21,6245 5880,Hair & Beauty,
Kent Ridge Education,Anchorpoint,#B1-38/39,6476 7444,Schools & Offices,
Kent Ridge Education,Eastpoint Mall,#06-05,6789 0440,Schools & Offices,
Kessler Home Furnishings,Causeway Point,#04-22,6894 3233,Furniture  Furnishings and Household,
KFC,Anchorpoint,#01-15/16,6474 0438,Food & Restaurants,M200726952
KFC,Causeway Point,#01-40,6893 5109,Food & Restaurants,M200726952
KFC,Eastpoint Mall,#01-02/03/K3,6443 7139,Food & Restaurants,M200726952
KFC,Valley Point,#01-18/19,6235 1842,Food & Restaurants,M200726952
KFC,YewTee Point,#01-19/20,6509 4394,Food & Restaurants,M200726952
KFC,Waterway Point,East Wing  #B2-08,6385 7823,Food & Restaurants,M200726952
Kiddy Palace,Causeway Point,#03-27/28,6894 2636,Children's Wear  Toys & Maternity,
Kiddy Palace,Northpoint City,North Wing,6754 8847,Children's Wear  Toys & Maternity,
Kiddy Palace,Waterway Point,West Wing  #02-11,6385 8911,Children's Wear  Toys & Maternity,
Kidz Party Store,Waterway Point,West Wing  #02-36,6388 3664,Gifts,
Killiney Kopitiam,Valley Point,#01-17,Not Available,Food & Restaurants,
Kimage,Northpoint City,North Wing  #03-25,6752 2700,Hair & Beauty,
Kinkang,Causeway Point,#03-K04,6894 2087,Pharmacy & Healthcare,
Kinohimitsu,Waterway Point,East Wing  #01-K20,N.A,Hair & Beauty,
Kipling,Changi City Point,#01-50,6444 7746,Leather Goods  Bags & Shoes,
Kis Store,China Square Central,18 Cross St #B1-01,6536 4426,Food & Restaurants,
Kit Tea Casa,Bedok Point,#02-24,Not Available,Food & Restaurants,
Kitchen+Ware,Waterway Point,West Wing  #B1-03,6385 9478,Furniture  Furnishings and Household,
Kiyo,Waterway Point,East Wing  #B1-39/40,6385 1856,Fashion Wear & Accessories,
Kiyo Shoes,Northpoint City,North Wing  #01-34,6482 1185,Leather Goods  Bags & Shoes,
Kleen Wash,YewTee Point,#B1-11,6509 4113,Services,
Koi CafÌÎå©,Changi City Point,#B1-18,6636 0347,Food & Restaurants,
Koi CafÌÎå©,Eastpoint Mall,#01-08,6443 5874,Food & Restaurants,
KOI Express,Waterway Point,West Wing  #B1-K2,6385 9396,Food & Restaurants,
Kopitiam,Changi City Point,#02-01/02,6636 1783,Food & Restaurants,
Kopitiam,Northpoint City,North Wing  #B2-12,6257 9139,Food & Restaurants,
Koufu,Anchorpoint,#B1-20/21,Not Available.,Food & Restaurants,
Koufu,YewTee Point,#B1-17/22,6509 4212,Food & Restaurants,
Kousei Foot Reflexology,Bedok Point,#B1-03/04,6442 3808,Services,
Kousei Foot Reflexology,YewTee Point,#01-15,6363 3808,Services,
Kumon Learning Centre,Anchorpoint,#B1-40,6479 9130,Schools & Offices,
Kura Osaka Ohsho,Eastpoint Mall,#02-04,6636 4552,Food & Restaurants,
Kuriya Japanese Market,Causeway Point,#B1-17,6893 3231,Food & Restaurants,
Kuriya Japanese Market,Waterway Point,East Wing  #B1-20,6385 8347,Food & Restaurants,
Kyoaji Japanese Dining,The Centrepoint,#04-17/18,6694 4068 <br> 6694 3058,Food & Restaurants,
La Trendz,Anchorpoint,#01-20,N.A.,Fashion Wear & Accessories,
Lacoste Outlet,Changi City Point,#02-38/39,6636 1008,Fashion Wear & Accessories,
Ladyfinger,Bedok Point,#02-25,6241 2214,Hair & Beauty,
Lalu,The Centrepoint,#03-11,6836 8318,Fashion Wear & Accessories,
Lampe Berger Paris,Waterway Point,East Wing  #01-K18,6909 2209,Furniture  Furnishings and Household,
Laneige,Waterway Point,East Wing  #01-54,6385 8793,Hair & Beauty,
Lao Ma Yong Tau Foo,Eastpoint Mall,#01-09,N.A,Food & Restaurants,
Laundry Inn,China Square Central,18 Cross St #B1-02,6438 3872,Services,
Le Petit Pumm,The Centrepoint,#03-05,6734 5625,Children's Wear  Toys & Maternity,
Le Showplace,Anchorpoint,#B1-33,6471 8161,Furniture  Furnishings and Household,
Leading Education Centre,Robertson Walk,#02-09/11,6836 3927,Schools & Offices,
Learning Point,Eastpoint Mall,#06-08,6636 0892,Schools & Offices,
Lee Hwa Jewellery,Causeway Point,#01-06,6893 1657,Jewellery & Watches,
Lenovo,Causeway Point,#04-21,6767 0352,Electrical  Electronic  Camera & Telecommunication,
Les Parfum,Changi City Point,#B1-43,Not Available,Hair & Beauty,
Let's Eat,The Centrepoint,#B2 -04/05,N.A,Food & Restaurants,
Levi's,Causeway Point,#01-02/03,6891 0453,Fashion Wear & Accessories,
Levi's,Northpoint City,North Wing  #01-33,6484 3501,Fashion Wear & Accessories,
Lian Peng Bak Kut Teh,Changi City Point,#01-28,6538 4366,Food & Restaurants,
LiHO,Anchorpoint,#‰Û¡ÌÝ_B1‰Û¡ÌÝÌâ-47,6474 1927,Food & Restaurants,
LiHO,Causeway Point,#B1-K01A,6760 3379,Food & Restaurants,
LiHO,Changi City Point,#B1-41,6604 8489,Food & Restaurants,
LiHO,Eastpoint Mall,#01-K1,6636 0893,Food & Restaurants,
LiHO,Northpoint City,North Wing  #01-17,6257 2958,Food & Restaurants,
LiHO,The Centrepoint,#B1-K2,6694 4214,Food & Restaurants,
LiHO,YewTee Point,#01-49/50,6763 0064,Food & Restaurants,
LiHO,Waterway Point,East Wing  #B2-K10,6385 2064,Food & Restaurants,
Lili Beauty,YewTee Point,#01-34,6465 5330,Hair & Beauty,
Linen Gallery,Changi City Point,#01-48,N.A,Furniture  Furnishings and Household,
Liquid Skin,Changi City Point,#02-05,6444 2429,Hair & Beauty,
Little Farms,Valley Point,#01-20,6262 0619,Food & Restaurants,
Little Planet Playland,The Centrepoint,#02-21/21A,6268 6595,Amusement/Entertainment,
llaollao,Causeway Point,#B1-K28,Not Available,Food & Restaurants,
llaollao,Changi City Point,#01-42,Not Available.,Food & Restaurants,
llaollao,Waterway Point,West Wing  #01-63,Not Available,Food & Restaurants,
LOCO LOCO,Northpoint City,North Wing  #B1-41,N.A,Food & Restaurants,
London Fat Duck,Waterway Point,West Wing  #01-23,6385 9557,Food & Restaurants,
London Weight Management,YewTee Point,#01-16,6465 1234,Hair & Beauty,
Long John Silver's,Bedok Point,#01-02/03,N.A,Food & Restaurants,
Long John Silver's,Eastpoint Mall,#01-32,6636 3195,Food & Restaurants,
Long John Silver's,Northpoint City,North Wing  #01-14,6754 7710,Food & Restaurants,
Long John Silver's,YewTee Point,#01-36/38/39,6219 9607,Food & Restaurants,
Lotus Sleep Studio,The Centrepoint,#04-03/03A,6835 2268,Furniture  Furnishings and Household,
Love & Co,Causeway Point,#01-29,6892 8633,Jewellery & Watches,
Love Link Jewellery,Eastpoint Mall,#01-K10,6781 1738,Jewellery & Watches,
Lovisa,Causeway Point,#01-09,6219 5839,Fashion Wear & Accessories,
Lovisa,Waterway Point,East Wing  #01-49,6385 9260,Fashion Wear & Accessories,
Lovistyle,Causeway Point,#02-26,6891 1023,Fashion Wear & Accessories,
Lucca‰Û¡ÌÝå»s Trattoria,Robertson Walk,#01-12,6235 4049,Food & Restaurants,
Lucieo Tokyo,Robertson Walk,#01-32,9780 8294,Hair & Beauty,
Luminous Dental Clinic,Bedok Point,#03-27,6481 1618,Pharmacy & Healthcare,
Luminous Light Spa,The Centrepoint,#06-11,6734 7906,Hair & Beauty,
Lush Addiction,Causeway Point,#05-K01,Not Available,Jewellery & Watches,
Luxe Scalp Specialist,YewTee Point,#01-24,6509 1911,Hair & Beauty,
Luxebags,Causeway Point,#04-K4/K5,6760 0634,Leather Goods  Bags & Shoes,
M1,Causeway Point,#03-01,1627,Electrical  Electronic  Camera & Telecommunication,
M1,Changi City Point,#02-49,1627,Electrical  Electronic  Camera & Telecommunication,
M1,Waterway Point,East Wing  #B1-25,1627,Electrical  Electronic  Camera & Telecommunication,
M1 Exclusive Distributor,Eastpoint Mall,#B1-07,6443 0452,Electrical  Electronic  Camera & Telecommunication,
M1 Exclusive Distributor (Arrow Communication),Northpoint City,North Wing  #B1-27,6484 3177,Electrical  Electronic  Camera & Telecommunication,
M1 Exclusive Distributor (Telecoms Link),Causeway Point,#03-K11,6893 2719,Electrical  Electronic  Camera & Telecommunication,
M23,Waterway Point,East Wing  #B1-36,6386 2823,Fashion Wear & Accessories,
Ma Kuang TCM Medical Centre,Eastpoint Mall,#03-14,6782 7796,Pharmacy & Healthcare,
Ma Maison,Anchorpoint,#01-12,6479 1670,Food & Restaurants,
Madera De Mango,Causeway Point,#04-K06,6891 0538,Furniture  Furnishings and Household,
Magic Wand,The Centrepoint,#02-30A,N.A,Gifts,
Mak's Noodle,The Centrepoint,#01-63/64,6235 5778,Food & Restaurants,
Malaysia Chiak!,The Centrepoint,#B2-07/08,N.A,Food & Restaurants,
Man Studio,Northpoint City,North Wing  #01-22,6257 3382,Fashion Wear & Accessories,
Marble Slab Creamery,Causeway Point,#B1-22,6891 2346,Food & Restaurants,
Marble Slab Creamery,Changi City Point,#02-40,6636 1841,Food & Restaurants,
Master Wang La Mian Xiao Long Bao,Northpoint City,North Wing  #B1-51,N.A,Food & Restaurants,
