&Sons,China Square Central,20 Cross St #01-19,6221 3937,Food & Restaurants,
Masterpiece Jewellery,The Centrepoint,#01-K3,6262 6178,Jewellery & Watches,
Matsuri,Causeway Point,#B1-K01A,Not Available,Food & Restaurants,
Max Coil,Eastpoint Mall,#03-07,6702 0430,Furniture  Furnishings and Household,
Max Photo,The Centrepoint,#03-10,6733 3848,Electrical  Electronic  Camera & Telecommunication,
Maxi-Cash,Northpoint City,North Wing,6758 0911,Services,
Maxi-Cash,Waterway Point,West Wing  #B1-08,6385 7930,Services,
Maxi-Cash LuxeSTYLE,Causeway Point,#01-K02/03,6760 1437,Services,
Maybank,Northpoint City,North Wing  #01-16,1800-629-2265,Bank & Money Changer,
Maybank,Waterway Point,West Wing  #01-12,1800-629 2265 (MAYBANK),Bank & Money Changer,
Mayer Marketing,Causeway Point,#03-13,6767 1017,Furniture  Furnishings and Household,
McDonald's,Causeway Point,#01-35/36/37,6894 1461,Food & Restaurants,M200239814
McDonald's,Changi City Point,#01-10/11,6636 0681,Food & Restaurants,M200239814
McDonald's,Eastpoint Mall,#01-34,6702 0605,Food & Restaurants,M200239814
McDonald's,Northpoint City,North Wing,6754 6043,Food & Restaurants,M200239814
McDonald's,Waterway Point,West Wing  #B2-07 and #B2-K4,6385 7853,Food & Restaurants,M200239814
Meco Design,Eastpoint Mall,#03-K7,N.A,Fashion Wear & Accessories,
Medicuren Clinic,Changi City Point,#02-06,Nil,Pharmacy & Healthcare,
Melvados,Anchorpoint,#B1-13,6444 9351,Food & Restaurants,
Menya Mushashi Kinko,Waterway Point,East Wing  #01-24,6385 8195,Food & Restaurants,
Metalli,Changi City Point,#01-K3,6604 7803,Fashion Wear & Accessories,
Metalli,The Centrepoint,#01-19A,N.A,Fashion Wear & Accessories,
Metro,Causeway Point,#01-18/19,6893 3322,Department Stores,
Metro,The Centrepoint,#01-14 to 17/25/26,6788 3322,Department Stores,
Mi-O Gifts,YewTee Point,#01-12,6509 9959,Gifts,
Mi-O Gifts,Waterway Point,East Wing  #B1-33,Not Available,Fashion Wear & Accessories,
Miam Miam,Waterway Point,East Wing  #01-62,6385 8098,Food & Restaurants,
Mico,The Centrepoint,#02-17,6737 9108,Fashion Wear & Accessories,
Miko Concept,Eastpoint Mall,#02-19/20,N.A,Fashion Wear & Accessories,
Milan Boutique,The Centrepoint,#02-42,6732 7198,Fashion Wear & Accessories,
Milan Men's Boutique,The Centrepoint,#02-46/47,6736 0568,Fashion Wear & Accessories,
Milan Shoes,The Centrepoint,#02-43/44/45,6732 7198,Leather Goods  Bags & Shoes,
Milk & Honey,Northpoint City,North Wing  #01-06,Not Available.,Food & Restaurants,
Mimosa,Causeway Point,#02-32,6893 0392,Leather Goods  Bags & Shoes,
Mind Stretcher,Waterway Point,West Wing  #02-02,6386 0030 <br> 6386 0070,Schools & Offices,
Mind Stretcher Learning Centre,YewTee Point,#01-09/10,6465 0100 <br> 6465 0700,Schools & Offices,
MindChamps Reading & Writing,Eastpoint Mall,#06-04,6538 3113,Schools & Offices,
Mini Toons,Causeway Point,#03-21,6894 7483,Gifts,
Ministry of Food,The Centrepoint,#02-53/54,6734 5239,Food & Restaurants,
Ministry of Rojak,Northpoint City,North Wing,N.A,Food & Restaurants,
Minmed Clinic (Punggol),Waterway Point,West Wing  #02-15,6388 0123,Pharmacy & Healthcare,
Misato,The Centrepoint,#01-33E,6235 2822,Food & Restaurants,
Miss ST,China Square Central,18 Cross St #01-17,6327 8234,Fashion Wear & Accessories,
Mister Minit,Eastpoint Mall,#B1-K1,6336 1138,Services,
Mister Minit,Northpoint City,North Wing  #B1-08,6513 0059,Services,
Mister Minit,Waterway Point,East Wing  #B2-16B,Not Available,Services,
MM Ismail Money Changer,Northpoint City,North Wing  #B1-39,6755 8445,Bank & Money Changer,
Mmmm!,Anchorpoint,#B1-58,6473 8292,Food & Restaurants,
Mmmm!,Changi City Point,#B1-23,6604 9015,Food & Restaurants,
Moa Tiki New Zealand Bar & Grill,Changi City Point,#01-70/71,6636 3353,Food & Restaurants,
Mobile King,Changi City Point,#02-K7,Not Available,Electrical  Electronic  Camera & Telecommunication,
Mobile King,Eastpoint Mall,#02-K6,8322 5149,Electrical  Electronic  Camera & Telecommunication,
Mobile Stop,Waterway Point,East Wing  #B1-28,Not Available.,Electrical  Electronic  Camera & Telecommunication,
Monaliza,The Centrepoint,#02-20,6235 0950,Fashion Wear & Accessories,
Money Max,Causeway Point,#01-17,6894 3533,Services,
Money Max,Northpoint City,North Wing  #01-28,6755 7033,Services,
Montip,Causeway Point,#02-K04,6219 5224,Jewellery & Watches,
MOS Burger,Causeway Point,#01-13,6891 0588,Food & Restaurants,
MOS Burger,Northpoint City,North Wing  #01-19,6332 2066,Food & Restaurants,
Mos Burger,The Centrepoint,#B1-06,6694 3204,Food & Restaurants,
Mothercare,Causeway Point,#03-18,6513 3235,Children's Wear  Toys & Maternity,
Mouth Restaurant,China Square Central,22 Cross St,6534 5711,Food & Restaurants,
Mr Bean,Causeway Point,#01-K06,6465 5986,Food & Restaurants,
Mr Bean,Changi City Point,#B1-21,6636 1290,Food & Restaurants,
Mr Bean,Eastpoint Mall,#01-05,6443 2247,Food & Restaurants,
Mr Bean,Northpoint City,North Wing  #01-05,6481 9164,Food & Restaurants,
Mr Bean,YewTee Point,#01-52/53,6509 4676,Food & Restaurants,
Mr Bean,Waterway Point,West Wing  #01-K1,6844 2298,Food & Restaurants,
Mr Coconut,Northpoint City,North Wing  #B1-42,N.A,Food & Restaurants,
Mr Eyewear,China Square Central,18 Cross St #01-21,6536 5711,Optical,
Mr Teh Tarik Express,Northpoint City,North Wing  #01-03,N.A,Food & Restaurants,
Mugii,Northpoint City,North Wing,Not Available.,Food & Restaurants,
Musee Platinum Tokyo,Bedok Point,#03-17/18,6804 6500,Hair & Beauty,
Musee Platinum Tokyo,The Centrepoint,#03-20,6804 6500,Hair & Beauty,
MW Clinic & Mobileaid,China Square Central,18 Cross St #02-09 &amp; 02-23,6220 0622,Pharmacy & Healthcare,
My Briyani House,YewTee Point,#01-18,Not Available,Food & Restaurants,
My Daily Juice,China Square Central,18 Cross St #01-03,Not Available,Food & Restaurants,
My First Skool,Eastpoint Mall,#06-06,Not Available,Schools & Offices,
My First Skool,Waterway Point,West Wing  #02-12,6509 7887,Schools & Offices,
My Kiddos,The Centrepoint,#03-01,6733 9012,Children's Wear  Toys & Maternity,
Nail Ingenuity,China Square Central,18 Cross St #01-11,6224 5576,Hair & Beauty,
Nail Palace,Eastpoint Mall,#02-17,6789 7672,Hair & Beauty,
Nail Palace,YewTee Point,#01-33,6762 8780,Hair & Beauty,
Nail Vibe,China Square Central,18 Cross St #02-27,6225 5861,Hair & Beauty,
Nailz Gallery,Causeway Point,#04-09,6760 0090,Hair & Beauty,
Nam Kee Pau,Eastpoint Mall,#01-06,N.A,Food & Restaurants,
Nam Kee Pau,Northpoint City,North Wing  #B1-18,N.A,Food & Restaurants,
Nam Kee Pau,The Centrepoint,#B2-03/06,Not Available.,Food & Restaurants,
Nam Kee Pau,Valley Point,#01-08,Not Available.,Food & Restaurants,
Nanyang Optical,Causeway Point,#B1-04,6894 2641,Optical,
Nanyang Optical,Eastpoint Mall,#02-22,6786 6968,Optical,
Natural Project,Waterway Point,East Wing  #B1-38,Not Available.,Fashion Wear & Accessories,
Nature by M.D.M.,Causeway Point,#04-K08,6891 0538,Furniture  Furnishings and Household,
Nature's Farm,Causeway Point,#B1-K26,6877 0884,Pharmacy & Healthcare,
Nature's Farm,Waterway Point,East Wing  #B2-21,6702 6175,Pharmacy & Healthcare,
Natureland Massage & Therapy,Robertson Walk,#01-08/09,6733 6780,Hair & Beauty,
Natureland Massage & Therapy,Valley Point,#02-01,6338 6780,Hair & Beauty,
NB Natural Beauty,Anchorpoint,#B1-16,6479 5308,Hair & Beauty,
Nesture Bird's Nest,Valley Point,#01-13,6821 1771,Food & Restaurants,
NEUGLOW The Aesthetics Doctors,The Centrepoint,#06-12,6536 3636,Hair & Beauty,
New Balance,Changi City Point,#01-09,6604 6905,Sports & Leisure,
New Town CafÌÎå©,China Square Central,20 Cross St,Not Available,Food & Restaurants,
Newscrest Exchange Moneychanger,The Centrepoint,#B1-21,6736 1977,Bank & Money Changer,
Nike Factory Store,Changi City Point,#02-31/32/33/34,6636 0901,Sports & Leisure,
Nine Fresh Desserts Taiwan,YewTee Point,#B1-42,Not Available,Food & Restaurants,
NK Hairworks,Anchorpoint,#B1-22,6476 6638,Hair & Beauty,
Noodle Panda,Bedok Point,#03-35/37,6242 0988,Food & Restaurants,
Nora Loft,Valley Point,#01-25,Not Available.,Jewellery & Watches,
NTUC FairPrice,Eastpoint Mall,#05-01,6786 0985,Supermarket,M400045780
NTUC FairPrice,YewTee Point,#B1-01/07,6763 9011 <br> 6763 6891,Supermarket,M400045780
NTUC Income Insurance,Eastpoint Mall,#04-01/02/K7,Not Available,Services,
nÌÎ_box,Causeway Point,#01-01,6767 0351,Electrical  Electronic  Camera & Telecommunication,
nÌÎ_box,Waterway Point,West Wing  #01-08,6581 9036,Electrical  Electronic  Camera & Telecommunication,
O Mamma Mia,Causeway Point,#01-K04,6733 2500,Food & Restaurants,
O Mamma Mia,Changi City Point,#01-42,N.A,Food & Restaurants,
Oasis by M.d.M,Causeway Point,#04-K03,6891 3489,Furniture  Furnishings and Household,
Oasis Wet Cleaning,Anchorpoint,#B1-43,6479 7093,Services,
OCBC Bank,Causeway Point,#01-16,1800 363 3333,Bank & Money Changer,
OCBC Bank,Northpoint City,North Wing  #B1-36,1800 363 3333,Bank & Money Changer,
OCBC Bank,Waterway Point,West Wing  #01-13,1800 363 3333,Bank & Money Changer,
Ogawa,Causeway Point,#02-K09/K011,6760 3662,Pharmacy & Healthcare,
Oh Cha Cha,Northpoint City,North Wing  #01-01,N.A,Food & Restaurants,
Ohana Poke,Changi City Point,#01-20,6538 3083,Food & Restaurants,
OKG Express,Eastpoint Mall,#B1-11,Not Available,Food & Restaurants,
Old Chang Kee,Bedok Point,#01-K1,6241 2419,Food & Restaurants,
Old Chang Kee,Causeway Point,#01-K11,6893 1451,Food & Restaurants,
Old Chang Kee,Changi City Point,#B1-K2,6636 3216,Food & Restaurants,
Old Chang Kee,Northpoint City,North Wing  #01-04,6482 5465,Food & Restaurants,
Old Chang Kee,YewTee Point,#01-37,6465 1405,Food & Restaurants,
Old Chang Kee,Waterway Point,East Wing  #01-K2,6385 2070,Food & Restaurants,
Ollie Kitchen & Bar,The Centrepoint,#01-33M,6734 8078,Food & Restaurants,
One Ice CafÌÎå©,Waterway Point,West Wing  #01-K16,Not Available,Food & Restaurants,
OneDoctors Family Clinic,Waterway Point,West Wing  #02-17,6385 8018,Pharmacy & Healthcare,
Ong Radio,The Centrepoint,#03-41,6738 0138,Electrical  Electronic  Camera & Telecommunication,
Ootoya,Changi City Point,#01-30/31,6636 1228,Food & Restaurants,
Oppo,Causeway Point,#03-26A,6893 7436,Electrical  Electronic  Camera & Telecommunication,
Optical 88,Northpoint City,North Wing  #B1-30,6759 4820,Optical,
Optics Premier,The Centrepoint,#03-13,6733 1919,Optical,
Order Made,Eastpoint Mall,#02-40,6260 3198,Fashion Wear & Accessories,
Oriental Hair Solutions,Causeway Point,#04-14,6894 1800,Hair & Beauty,
Origins,The Centrepoint,#01-09/10/11,6262 0902,Hair & Beauty,
Orihara Liquor Shop & Bar,Robertson Walk,#01-02,6836 5710 <br> 6836 5720,Food & Restaurants,
Osaka Ohsho,Waterway Point,West Wing  #B1-14,6385 8719,Food & Restaurants,
OSIM,Causeway Point,#B1-37,6893 8027,Pharmacy & Healthcare,
OSIM,Waterway Point,East Wing  #B2-23,6385 8316,Pharmacy & Healthcare,
Osmose,Waterway Point,East Wing  #B1-36,N.A,Fashion Wear & Accessories,
OWNDAYS,Waterway Point,East Wing  #01-58/59/60,6385 8175,Optical,
Papparich,Waterway Point,East Wing  #B1-17,6386 3323,Food & Restaurants,
Paradise Classic,Bedok Point,#02-01/04,6447 8083,Food & Restaurants,
Paradise Classic,Eastpoint Mall,#02-06,6538 4066,Food & Restaurants,
Paradise Dynasty,Causeway Point,#05-16/18,6894 6322,Food & Restaurants,
Past Time Collectable,China Square Central,18 Cross St #02-22,9765 9344,Toys & Collectibles,
Pastamania,Causeway Point,#B1-20,6891 1349,Food & Restaurants,
Pastamania,Northpoint City,North Wing,6755 0843,Food & Restaurants,
Pedal Works,Eastpoint Mall,#02-41,6785 9088,Leather Goods  Bags & Shoes,
Pedro Outlet,Anchorpoint,#01-29,6472 6963,Leather Goods  Bags & Shoes,
Penang Culture,Causeway Point,#05-13,6802 0456,Food & Restaurants,
Peniwern,Eastpoint Mall,#02-19/20,Not Available,Fashion Wear & Accessories,
Peony Sense,Changi City Point,#B1-06,N.A,Food & Restaurants,
People Impact,Eastpoint Mall,#03-01/02,Not Available.,Schools & Offices Services,
Pet Lovers Centre,Anchorpoint,#B1-26/27,6479 3108,Services,
Pet Lovers Centre,Bedok Point,#B1-10/13,6241 0686,Services,
Pet Lovers Centre,Northpoint City,North Wing  #03-16,6755 1655,Services,
Pet Lovers Centre,The Centrepoint,#02-27,6734 6698,Services,
Pet Lovers Centre,Valley Point,#01-14A,6836 7721,Services,
Pets Kampong,YewTee Point,#01-01,6509 3500,Services,
Pets' Station,Causeway Point,#B1-42/43,6891 3547,Services,
Pezzo,Eastpoint Mall,#01-04,6786 1918,Food & Restaurants,
Pezzo,YewTee Point,#B1-32,Not Available,Food & Restaurants,
Pezzo,Waterway Point,West Wing  #B2-K8,6385 6088,Food & Restaurants,
Phiten,Causeway Point,#03-K02,6893 1663,Pharmacy & Healthcare,
Pho Street,The Centrepoint,#B1-14,N.A,Food & Restaurants,
Photopress,Causeway Point,#B1-44,6894 3824,Services,
Pictureland,Waterway Point,West Wing  #B1-K21A,6385 9237,Services,
Pierre Cardin,Causeway Point,#02-18,6904 4705,Fashion Wear & Accessories,
Pierre Cardin,Changi City Point,#01-13,6904 4758,Fashion Wear & Accessories,
Pies & Coffee,Robertson Walk,#01-25,6733 9272,Food & Restaurants,
PINC,Causeway Point,#B1-11,6891 1707,Hair & Beauty,
PINC,Northpoint City,North Wing  #03-33,6481 3141,Hair & Beauty,
Pizza 101,China Square Central,18 Cross St #01-18,N.A,Food & Restaurants,
Pizza Hut,Causeway Point,#B1-25,6891 1810,Food & Restaurants,
Pizza Hut,Eastpoint Mall,#02-03,6604 9213,Food & Restaurants,
Pizza Hut,Northpoint City,North Wing  #B1-37,6482 5308,Food & Restaurants,
Pizza Hut,Waterway Point,West Wing  #B1-11,6385 9027,Food & Restaurants,
Plains & Prints,Anchorpoint,#01-22,Not Available,Fashion Wear & Accessories,
PLAY-e,Northpoint City,North Wing  #03-08,6257 4301,Amusement/Entertainment,
PLAY-e,Waterway Point,East Wing  #B2-13,6385 7891,Amusement/Entertainment,
Play2Learn,Changi City Point,#02-25,6604 7989,Children's Wear  Toys & Maternity,
Plush Beauty,Eastpoint Mall,#02-10,6241 6996,Hair & Beauty,
Poh Heng Jewellery,Causeway Point,#01-05,6893 7333,Jewellery & Watches,
Poh Heng Jewellery,Northpoint City,North Wing  #01-23,6756 2691 <br> 6756 2692,Jewellery & Watches,
Poh Kim DVD Blu-Ray,Northpoint City,North Wing  #B2-16,N.A,Music & Audio Visual,
Polar Puffs & Cakes,Causeway Point,#B1-K07,6893 7930,Food & Restaurants,
Polar Puffs & Cakes,Northpoint City,North Wing  #B1-11,6753 7787,Food & Restaurants,
Polar Puffs & Cakes,Waterway Point,East Wing  #01-K4,6384 6039,Food & Restaurants,
Polish The Nails Room,Waterway Point,East Wing  #01-41,6385 8852,Hair & Beauty,
Pondok Kartika,Changi City Point,#01-44,6604 7467,Food & Restaurants,
POPULAR Bookstore,Causeway Point,#03-29/30,6767 1250,Books & Stationery,MR8500027X
POPULAR Bookstore,Eastpoint Mall,#03-23,6538 0810,Books & Stationery,MR8500027X
POPULAR Bookstore,Northpoint City,North Wing  #03-12,6852 2100,Books & Stationery,MR8500027X
POSB ATM,Causeway Point,#B1-45,1800 339 6666,Services,
POSB Bank,Eastpoint Mall,#01-24/25/29,1800 339 6666,Bank & Money Changer,
POSB Bank,The Centrepoint,#01-27,1800 339 6666,Bank & Money Changer,
POSB Bank,Waterway Point,West Wing  #01-15,1800 339 6666,Bank & Money Changer,
Power 9,Causeway Point,#04-28,6893 2100,Fashion Wear & Accessories,
Power CafÌÎå©,YewTee Point,#B1-49,6314 4118,Food & Restaurants,
Prata Wala,Northpoint City,North Wing  #B1-57,N.A,Food & Restaurants,
Precious Thots,Causeway Point,#03-20,6893 7736,Gifts,
PrimaDÌÎå©li,Causeway Point,#B1-K23,6219 5648,Food & Restaurants,
PrimaDÌÎå©li,Eastpoint Mall,#B1-K4,6702 0013,Food & Restaurants,
PrimaDÌÎå©li,Northpoint City,North Wing  #B1-40,6753 2132,Food & Restaurants,
PrimaDÌÎå©li,YewTee Point,#B1-44,6875 0163,Food & Restaurants,
Prime Life,Robertson Walk,#02-18/19,6733 1819,Pharmacy & Healthcare,
Princess Jewellery,Eastpoint Mall,#02-21,6260 0266,Jewellery & Watches,
PriviKids,Waterway Point,West Wing  #02-32,6385 9822,Children's Wear  Toys & Maternity,
Pro Trim (V) Hair Studio,Causeway Point,#04-17/18,6894 1386,Hair & Beauty,
Professional Hair Studio,Eastpoint Mall,#03-17,6789 4393,Hair & Beauty,
Proofer Bakery & Pizzeria,Changi City Point,#B1-39,66360366,Food & Restaurants,
PSLEMath Learning Centre,Bedok Point,#03-22,6384 9938,Schools & Offices,
Puma Outlet,Changi City Point,#01-02/03,6733 6833,Sports & Leisure,
Punggol Exchange,Waterway Point,East Wing  #B2-16A,6343 8065,Bank & Money Changer,
Punkstar,Northpoint City,North Wing  #03-20,6752 1205,Fashion Wear & Accessories,
Purpur,Causeway Point,#02-27,6893 5676,Fashion Wear & Accessories,
Putien,Northpoint City,North Wing,N.A,Food & Restaurants,
Q&M Dental Centre,The Centrepoint,#03-16/19,6732 2633,Pharmacy & Healthcare,
Q&M Dental Surgery,YewTee Point,#01-32,6794 5263,Services,
QB House,Causeway Point,#B1-01,Not Available,Hair & Beauty,
QB House,Eastpoint Mall,#03-09,Not Available,Hair & Beauty,
QB House,YewTee Point,#B1-10,6323 2144,Hair & Beauty,
QB House Kids,Waterway Point,West Wing  #02-16,6323 2144,Hair & Beauty,
Qi Ji,Eastpoint Mall,#01-28,Not Available.,Food & Restaurants,
Quality Home Appliances,The Centrepoint,#05-02,6339 1921,Furniture  Furnishings and Household,
Quiksilver / Roxy / DC Outlet,Changi City Point,#01-07,6636 4095,Fashion Wear & Accessories,
Qureshi's Carpets,The Centrepoint,#05-12,6235 1523,Furniture  Furnishings and Household,
R Pure Earth,The Centrepoint,#02-48,6733 6752,Fashion Wear & Accessories,
Raffles Dental,Causeway Point,#05-01A,6891 0255,Pharmacy & Healthcare,
Raffles Medical,Anchorpoint,#B1-41,6479 3818,Pharmacy & Healthcare,
Raffles Medical,Causeway Point,#05-20,6894 0777,Pharmacy & Healthcare,
Raffles Medical,Changi City Point,#B1-55/56,6636 1251,Pharmacy & Healthcare,
Raffles Medical,Eastpoint Mall,#02-27,6636 1458,Pharmacy & Healthcare,
Raffles Medical,YewTee Point,#01-02,6634 3132,Pharmacy & Healthcare,
Raffles Medical,Waterway Point,West Wing  #02-29,6384 5655,Pharmacy & Healthcare,
Rays Salon,China Square Central,18 Cross St #01-14,6327 8807,Hair & Beauty,
Real Yoga,The Centrepoint,#06-06/07,6734 2853,Sports & Leisure,
Refresh Bodyworks,Changi City Point,#B1-04,6636 1468,Services,
Remax,Causeway Point,#04-K01/K02,N.A,Electrical  Electronic  Camera & Telecommunication,
Remax,Waterway Point,West Wing  #B1-K21B/C,N.A,Electrical  Electronic  Camera & Telecommunication,
Richgi,Anchorpoint,#01-36,Not Available,Children's Wear  Toys & Maternity,
Ritz Apple Strudel & Pastry,Causeway Point,#B1-K06,6891 1973,Food & Restaurants,
Robert Piano,The Centrepoint,#04-01,6737 4667 <br> 6732 2969,Music & Audio Visual,
Robinson Exchange,China Square Central,18 Cross St #01-19,6222 2456,Bank & Money Changer,
Rong Hua Bak Kut Teh,Waterway Point,East Wing  #B1-23,6385 8765,Food & Restaurants,
Roost,The Centrepoint,#B1-17/18/19,N.A,Food & Restaurants,
Royal Sporting House,Causeway Point,#02-02,6894 7234,Sports & Leisure,
Royal Sporting House,Northpoint City,North Wing  #02-39,6752 2956,Sports & Leisure,
Royal Sporting House Outlet,Changi City Point,#02-38/39,6636 1003,Sports & Leisure,
Rubi Shoes,Causeway Point,#02-29,6219 5278,Leather Goods  Bags & Shoes,
Rubi Shoes,Northpoint City,North Wing,6257 0736,Leather Goods  Bags & Shoes,
Saizeriya,Bedok Point,#02-07/09,6481 2257,Food & Restaurants,
Saizeriya,Eastpoint Mall,#03-04,6604 8630,Food & Restaurants,
Sakae Sushi,Eastpoint Mall,#01-20,6443 0207,Food & Restaurants,
Sakana,Waterway Point,East Wing  #01-25,6386 0602,Food & Restaurants,
Sakura,Eastpoint Mall,#03-05,N.A,Food & Restaurants,
Salad Chef,Changi City Point,#B1-51,N.A,Food & Restaurants,
Samsonite Factory Outlet/ Amercian Tourister Factory Outlet,Changi City Point,#02-19,6636 0235,Sports & Leisure,
Samsung Experience Store,Causeway Point,#03-12,6891 1011,Electrical  Electronic  Camera & Telecommunication,
Sans & Sans,The Centrepoint,#02-04A/05/06,6733 7880,Fashion Wear & Accessories,
Sasa,Causeway Point,#01-33,6894 2566,Hair & Beauty,
Sasa,Waterway Point,East Wing  #01-52,6385 9304,Hair & Beauty,
Savco,Causeway Point,#04-K07,6766 8482,Furniture  Furnishings and Household,
Schon Collection,YewTee Point,#01-21,6465 5485,Books & Stationery,
Sciencewerks by Stalford,Waterway Point,West Wing  #02-04/05,6543 3233,Schools & Offices,
SD Perfume,Causeway Point,#05-K02,Not Available,Hair & Beauty,
Sea Horse,Causeway Point,#04-12,6622 1039,Furniture  Furnishings and Household,
Secret Chamber,Causeway Point,#04-27,6891 2581,Gifts,
Seimpi Education,The Centrepoint,#03-26,6737 6731,Schools & Offices,
Selffix DIY,The Centrepoint,#03-42,6735 6274,Furniture  Furnishings and Household,
Seoul Garden Hotpot,Northpoint City,North Wing,6257 5339,Food & Restaurants,
Seoul Yummy,Causeway Point,#05-13,6219 5008,Food & Restaurants,
SF Fruits & Juices,Causeway Point,#B1-K18,6891 2830,Food & Restaurants,
SF Fruits & Juices,Changi City Point,#B1-38,6636 0196,Food & Restaurants,
SF Fruits & Juices,Northpoint City,North Wing  #B1-15,N.A,Food & Restaurants,
SF Fruits & Juices,YewTee Point,#B1-46,6314 4303,Food & Restaurants,
SF Fruits & Juices,Waterway Point,East Wing  #B2-K9,6385 8919,Food & Restaurants,
Shabu Sai,Causeway Point,#05-14/15,6462 1557,Food & Restaurants,
Shabu Sai,Changi City Point,#B1-28/29,64449569,Food & Restaurants,
Shabu Sai,Eastpoint Mall,#03-06,6636 3121,Food & Restaurants,
Shakura Pigmentation Beauty,YewTee Point,#01-26/27,6634 1212,Hair & Beauty,
Shan Cha,China Square Central,22 Cross St #01-63,N.A,Food & Restaurants,
Share Tea,Northpoint City,North Wing  #B1-12,N.A,Food & Restaurants,
Shaw Theatres,Waterway Point,East Wing  #B2-11,6385 8283,Amusement/Entertainment,
Shen Xi Lao Huo Tang,Waterway Point,East Wing  #B1-22,6386 0830,Food & Restaurants,
Shihlin Taiwan Street Snacks,Northpoint City,North Wing  #B1-44,Not Available.,Food & Restaurants,
Shihlin Taiwan Street Snacks,Waterway Point,West Wing  #B2-K3,6100&nbsp;1218,Food & Restaurants,
Shirokane Tori-Tama Yakitori,Robertson Walk,#01-02,6836 5680,Food & Restaurants,
Sho-Kii Junction,Causeway Point,#B1-05,6891 2747,Services,
Short-Q,The Centrepoint,#01-57,N.A,Services,
Shugar Spa,Waterway Point,East Wing  #01-36,6385 7644,Hair & Beauty,
Siam Kitchen,Eastpoint Mall,#02-05,6785 5722,Food & Restaurants,
Sinchong Meheco,YewTee Point,#01-40/41,6834 4328,Pharmacy & Healthcare,
Singapore Repertory Theatre,Robertson Walk,#02-08,6733 8166,Services,
Singapore River Arts Centre,Eastpoint Mall,#03-K3,N.A,Sports & Leisure,
Singtel Exclusive Retailer (G-Force),Causeway Point,#03-K09,6894 2272,Electrical  Electronic  Camera & Telecommunication,
Singtel Exclusive Retailer (Jim Communications and Electronics),Eastpoint Mall,#B1-05,6784 3911,Electrical  Electronic  Camera & Telecommunication,
Singtel Exclusive Retailer (Novel Communication),Northpoint City,North Wing  #B1-35,6756 0060,Electrical  Electronic  Camera & Telecommunication,
Singtel Exclusive Retailer (On Line Mobile),Changi City Point,#02-27,6636 1819,Electrical  Electronic  Camera & Telecommunication,
Singtel Fibre TV & Home Solutions,Waterway Point,West Wing  #01-K15,Not Available,Electrical  Electronic  Camera & Telecommunication,
Singtel Shop,Causeway Point,#03-03/05,1688,Electrical  Electronic  Camera & Telecommunication,
Singtel Shop,Waterway Point,East Wing  #B1-30,1688,Electrical  Electronic  Camera & Telecommunication,
Sizzers Hairdressing,Causeway Point,#04-08,Not Available.,Hair & Beauty,
SK Gold,Northpoint City,North Wing  #01-27,6759 2733,Jewellery & Watches,
SK Jewellery,Causeway Point,#01-K01,6893 7533,Jewellery & Watches,
