&Sons,China Square Central,20 Cross St #01-19,6221 3937,Food & Restaurants,
SK Jewellery,Waterway Point,East Wing  #01-48,6385 9633,Jewellery & Watches,
Skechers,Causeway Point,#01-30,6893 3901,Sports & Leisure,
Skechers,Waterway Point,West Wing  #01-10,6385 8155,Sports & Leisure,
Skechers Outlet,Anchorpoint,#01-17/18,6250 8300,Sports & Leisure,
Skechers Outlet,Changi City Point,#02-42,6636 1078,Sports & Leisure,
SKN MediAesthetics,The Centrepoint,#03-21/22,6732 7658,Hair & Beauty,
SKP,Eastpoint Mall,#03-08,6694 8020,Furniture  Furnishings and Household,
Slim Couture,China Square Central,18 Cross St #02-06,65368596,Hair & Beauty,
Smiggle,Northpoint City,North Wing  #02-13,6852 9340,Books & Stationery,
Smile Doctor Dentalcare @ Punggol Waterway,Waterway Point,West Wing  #02-14,6386 7880,Pharmacy & Healthcare,
Snackz It!,Causeway Point,#B1-K09,Not Available.,Food & Restaurants,
Snackz It!,Changi City Point,#B1-40,Not Available.,Food & Restaurants,
So Pho,Waterway Point,East Wing  #01-28,6385 8378,Food & Restaurants,
Social Square,Waterway Point,East Wing  #01-26,6385 9142,Food & Restaurants,
Sod CafÌÎå©,YewTee Point,#B1-43,6464 7756,Food & Restaurants,
Solecase,Causeway Point,#02-01,6767 0916,Leather Goods  Bags & Shoes,
Solemat Orthortics,Causeway Point,#03-K03,6255 5973,Services,
Song Fa Bak Kut Teh,Northpoint City,North Wing  #B1-48,6257 8616,Food & Restaurants,
Song Fa Bak Kut Teh,The Centrepoint,#02-29/30,6734 8498,Food & Restaurants,
SOOKEE JEWELLERY,Causeway Point,#01-29,6892 8633,Jewellery & Watches,
Sorella,Eastpoint Mall,#02-39,Not Available,Fashion Wear & Accessories,
Sorella,Waterway Point,East Wing  #01-44,6385 7955,Fashion Wear & Accessories,
Soul Green,Eastpoint Mall,#01-16,6538 9938,Food & Restaurants,
Souper Tang,The Centrepoint,#02-52 &amp; #02-K01,6737 6772,Food & Restaurants,
Souperstar,Eastpoint Mall,#B1-K6,Not Available,Food & Restaurants,
Southaven,The Centrepoint,#02-36/37/38/39,6732 5288,Fashion Wear & Accessories,
Spectacle Hut,Northpoint City,North Wing  #B1-32,6753 7717,Optical,
Spectacle Hut,Waterway Point,East Wing  #B1-34,Not Available.,Optical,
SPH Buzz,The Centrepoint,#B2-K1,N.A,Services,
Sportslink,Causeway Point,#03-02,6462 6154,Sports & Leisure,
Sportslink,Eastpoint Mall,#03-25,6260 6261,Sports & Leisure,
Sportslink,Northpoint City,North Wing  #02-37,6756 9019,Sports & Leisure,
Sportslink,Waterway Point,West Wing  #B1-06/07,6585 5149,Sports & Leisure,
Ssik Sin,Bedok Point,#02-10/14,6241 4478,Food & Restaurants,
Stalford Learning Centre,Bedok Point,#03-12/13/14/15/16,6245 3233,Schools & Offices,
Stalford Learning Centre,Eastpoint Mall,#03-03,N.A,Schools & Offices,
Stalford Learning Centre,Northpoint City,North Wing  #02-29,6481 3233,Schools & Offices,
Stalford Learning Centre,YewTee Point,#01-30,6465 3233,Schools & Offices,
Standard Photo,Causeway Point,#B1-07,6893 8801,Services,
Starbucks,Anchorpoint,#01-05/06,6473 4200,Food & Restaurants,
Starbucks,Bedok Point,#01-09/K2-K4,6242 2904,Food & Restaurants,
Starbucks,Changi City Point,#01-25,6636 1956,Food & Restaurants,
Starbucks,Eastpoint Mall,#01-K4/K5/K6,6443 9692,Food & Restaurants,
Starbucks,Northpoint City,North Wing  #01-08,6910 2217,Food & Restaurants,
Starbucks,The Centrepoint,#01-40/41/42,6732 5916,Food & Restaurants,
Starbucks,Valley Point,#01-16,6733 0041,Food & Restaurants,
Starbucks,Waterway Point,West Wing  #01-67,6385 9885,Food & Restaurants,
StarHub Exclusive Partner (CNC Mobile),YewTee Point,#01-25,6468 6861,Electrical  Electronic  Camera & Telecommunication,
StarHub Exclusive Partner (Telestation),Northpoint City,North Wing  #B1-55,6754 2028,Electrical  Electronic  Camera & Telecommunication,
StarHub Shop,Causeway Point,#03-07/08/09/10,1633,Electrical  Electronic  Camera & Telecommunication,
Starhub Shop,Waterway Point,East Wing  #B1-27,1633,Electrical  Electronic  Camera & Telecommunication,
Steak & Hamburg MASA,Robertson Walk,#01-04,6836 2529,Food & Restaurants,
Studio Arts Passe,Robertson Walk,#02-16,6735 2819,Schools & Offices,
Studio Miu Art,The Centrepoint,#03-34/35,6733 0917,Schools & Offices,
Stuff'd,Causeway Point,#B1-K17,Not Available,Food & Restaurants,
Stuff'd,Changi City Point,#B1-20,6904 4643,Food & Restaurants,
Stuff'd,Northpoint City,North Wing  #B1-43,N.A,Food & Restaurants,
Stuff'd,YewTee Point,#B1-50,Not Available,Food & Restaurants,
Stuff'd,Waterway Point,West Wing  #B2-K1,Not Available.,Food & Restaurants,
Subway,Anchorpoint,#01-11,6474 9742,Food & Restaurants,
Subway,Causeway Point,#B1-19,6891 1092,Food & Restaurants,
Subway,Eastpoint Mall,#B1-10,Not Available,Food & Restaurants,
Subway,Northpoint City,North Wing,6257 4901,Food & Restaurants,
Subway,YewTee Point,#01-35,6219 7862,Food & Restaurants,
Subway,Waterway Point,East Wing  #B1-16,6385 2813,Food & Restaurants,
Summer Dreamz,Waterway Point,West Wing  #02-10,N.A,Children's Wear  Toys & Maternity,
Summer Nail Salon,The Centrepoint,#03-23,6737 5589,Hair & Beauty,
Sun King Ryoriya,Robertson Walk,#01-14/15,6836 5633,Food & Restaurants,
Sun Paradise,Northpoint City,North Wing  #02-41,N.A,Sports & Leisure,
Sunday Mobile Telecommunications,Northpoint City,North Wing,6257 3515,Electrical  Electronic  Camera & Telecommunication,
Sunglass Hut Outlet,Changi City Point,#01-K4,6443 5427,Fashion Wear & Accessories,
Sunlife,Causeway Point,#B1-K10,9834 0792,Food & Restaurants,
Sushi Deli,Northpoint City,North Wing  #B1-13,6759 7970,Food & Restaurants,
Sushi Deli,YewTee Point,#B1-48,6465 5130,Food & Restaurants,
Sushi Express,Bedok Point,#01-01,6481 0671,Food & Restaurants,
Sushi Tei,China Square Central,20 Cross St,6223 0070,Food & Restaurants,
Sushi Tei,Northpoint City,North Wing  #02-15,6257 2822,Food & Restaurants,
Swee Heng 1989 Classic,Waterway Point,West Wing  #B1-K4,6385 8653,Food & Restaurants,
Swensen's,Causeway Point,#02-08/09,6894 2086,Food & Restaurants,
Swensen's,Northpoint City,North Wing  #02-14,6481 9416,Food & Restaurants,
Swensen's,Waterway Point,West Wing  #02-35,6385 9096,Food & Restaurants,
Symphony Music School,Causeway Point,#05-04,6893 3373,Schools & Offices,
Systematic Laundromat,Valley Point,#01-09,6733 7477,Services,
T.M.Lewin,The Centrepoint,#01-08,6734 6534,Fashion Wear & Accessories,
Ta Lu Prawn Noodles,China Square Central,22 Cross St,6536 1538,Food & Restaurants,
Table Manners,Changi City Point,#01-68/69,6604 7669,Food & Restaurants,
Taekwondonomics,Eastpoint Mall,#04-13/14,6443 8761,Schools & Offices,
Tai Chong Kok,Northpoint City,North Wing  #B1-47,N.A,Food & Restaurants,
Taste Better,Waterway Point,West Wing  #B1-K1,Not Available,Food & Restaurants,
Telestation GO Wireless,The Centrepoint,#B1-22,6635 3318,Electrical  Electronic  Camera & Telecommunication,
Tenderfresh Classic,Northpoint City,North Wing  #B1-52,6904 5597,Food & Restaurants,
Tenderfresh Classic,Waterway Point,East Wing  #B2-04,Not Available.,Food & Restaurants,
Tenderfresh Xpress,Causeway Point,#B1-K14,Not Available,Food & Restaurants,
Tenderfresh Xpress,YewTee Point,#B1-37,6509 4172,Food & Restaurants,
Tensho by MOF,The Centrepoint,#B1-20,6733 0449,Food & Restaurants,
Teo Heng Ktv Studio,Bedok Point,#03-08/11,68449722,Amusement/Entertainment,
Teo Heng Ktv Studio,Causeway Point,#05-01,6760 0345,Amusement/Entertainment,
Teppan Bar Q,Robertson Walk,#01-21/22,6235 0629,Food & Restaurants,
Teppei Syokudo,Changi City Point,#B1-50,Not Available.,Food & Restaurants,
Texas Chicken,Causeway Point,#01-14/15,6894 8677,Food & Restaurants,
Texas Chicken,Changi City Point,#B1-31,6636 1292,Food & Restaurants,
Texas Chicken,The Centrepoint,#B1-07,6694 3053,Food & Restaurants,
Thai Boat Noodle,Bedok Point,#02-32/33/34,6445 9932,Food & Restaurants,
ThaiExpress,Northpoint City,North Wing  #B1-01,6555 9112,Food & Restaurants,
That Toy Shop,China Square Central,18 Cross St #02-20,Not Available.,Toys & Collectibles,
The 3rd Space,China Square Central,18 Cross St #B1-05,6557 0421,Food & Restaurants,
The Aroma Hub,Northpoint City,North Wing  #01-18,Not Available,Furniture  Furnishings and Household,
The Ballet & Music Company,Eastpoint Mall,#06-02,6782 1068,Schools & Offices,
The Bear Knows,The Centrepoint,#04-05/06,6733 9346,Furniture  Furnishings and Household,
The Better Toy Store,The Centrepoint,#03-07/07A/08,6836 4645,Children's Wear  Toys & Maternity,
The Body Shop,Causeway Point,#01-31,6767 1278,Hair & Beauty,
The Body Shop,Changi City Point,#01-23,6238 9400,Hair & Beauty,
The Body Shop,Northpoint City,North Wing  #01-09,6852 8565,Hair & Beauty,
The Body Shop,Waterway Point,East Wing  #01-55,6386 0868,Hair & Beauty,
The Bonia House,Northpoint City,North Wing  #01-11,6754 2827,Leather Goods  Bags & Shoes,
The CafÌÎå© by HIC,The Centrepoint,#01-104,8223 6766,Food & Restaurants,
The Chamber,Robertson Walk,#01-16,6738 1332,Food & Restaurants,
The Cheongsam Shoppe,The Centrepoint,#01-47/48,N.A,Fashion Wear & Accessories,
The Chicken Rice Shop,Causeway Point,#B1-16,6893 9556,Food & Restaurants,
The Coffee Bean & Tea Leaf,Causeway Point,#02-33,6894 9180,Food & Restaurants,
The Coffee Bean & Tea Leaf,Changi City Point,#01-41,6636 1244,Food & Restaurants,
The Coffee Bean & Tea Leaf,The Centrepoint,#01-33C/D,6262 2129,Food & Restaurants,
The Coffee Bean & Tea Leaf,Waterway Point,East Wing  #01-27,6386 0463,Food & Restaurants,
The Coffee House,Waterway Point,West Wing  #B2-05,N.A,Food & Restaurants,
The Connoisseur Concerto (tcc),Anchorpoint,#01-07/08,6475 6233,Food & Restaurants,
The Dental Hub,YewTee Point,#B1-24,6634 2535,Pharmacy & Healthcare,
The Face Shop (Nature Collection),Northpoint City,North Wing  #01-10,Not Available.,Hair & Beauty,
The Flip Flop Shop,Northpoint City,North Wing  #02-40,6257 7932,Leather Goods  Bags & Shoes,
The French Table,Northpoint City,North Wing  #01-39,6754 1421,Food & Restaurants,
The French Table,Waterway Point,East Wing  #01-31,6385 8052,Food & Restaurants,
The Hair Secrets,Eastpoint Mall,#03-11,6789 9592,Hair & Beauty,
The Laundry Club,Eastpoint Mall,#B1-15,6636 3031,Services,
The Laundry Club,The Centrepoint,#01-58,6734 0108,Services,
The Laundry Club,Waterway Point,East Wing  #B2-16C,6789 7988,Services,
The Manhattan FISH MARKET,Causeway Point,#02-34  #02-K02,6894 1500,Food & Restaurants,
The Manhattan FISH MARKET,Changi City Point,#01-39/40,6636 1566,Food & Restaurants,
The Manhattan FISH MARKET,Northpoint City,North Wing,6257 5507,Food & Restaurants,
The Moving Body Group,Robertson Walk,#01-23/24,6235 1051,Sports & Leisure,
The Open Grill,Robertson Walk,#01-17,6733 4988<br> 6738 1332,Food & Restaurants,
The Pet Safari,Eastpoint Mall,#01-26/27,6538 3046 (store)<br>6538 3098 (grooming),Services,
The Pet Safari,Waterway Point,East Wing  #B2-10,6385 8490,Services,
The Petite Park,Changi City Point,#02-15/16,6636 1568,Amusement/Entertainment,
The Pine Garden,Northpoint City,North Wing  #B2-01,N.A,Food & Restaurants,
The Polliwogs,Eastpoint Mall,#04-07,6443 2421,Amusement/Entertainment,
The Rosti Farm,Waterway Point,East Wing  #B1-K12,9389 4900,Food & Restaurants,
The Seafood Market Place by Song Fish,Northpoint City,North Wing  #B1-05,N.A,Food & Restaurants,
The Soup Spoon Union,Changi City Point,#B1-24/25,6636 3142,Food & Restaurants,
The Soup Spoon Union,Waterway Point,West Wing  #B1-12,6385 9254,Food & Restaurants,
The Spa-Lon,Eastpoint Mall,#02-11,6783 3773 <br> 6783 2594,Hair & Beauty,
The Wallet Shop,Northpoint City,North Wing  #01-20,6759 1782,Leather Goods  Bags & Shoes,
TheFaceShop,Causeway Point,#01-32,6891 4063,Hair & Beauty,
Thirsty Beer Shop,Anchorpoint,#B1-42,9234 7216,Food & Restaurants,
Thomson Paediatric Centre,Waterway Point,West Wing  #02-30,6341 6000,Pharmacy & Healthcare,
Thousand Taste Shan Dong Da Bao,Waterway Point,West Wing  #01-K3,Not Available.,Food & Restaurants,
TianPo,Causeway Point,#01-25,6893 8936,Jewellery & Watches,
TianPo,The Centrepoint,#01-43/46,6235 1889,Jewellery & Watches,
Tiara Creation,The Centrepoint,#01-07,6733 3361,Jewellery & Watches,
Timberland,Causeway Point,#02-03,6891 2327,Fashion Wear & Accessories,
Timberland,Changi City Point,#02-46/47,6636 1014,Fashion Wear & Accessories,
Time Studio,Causeway Point,#02-K05/06,6894 2807,Jewellery & Watches,
Time Studio,Northpoint City,North Wing  #01-21,6756 2208,Jewellery & Watches,
Times Bookstores,The Centrepoint,#04-08/11,6734 9022,Books & Stationery,
Times Bookstores,Waterway Point,West Wing  #02-19,6385 9428,Books & Stationery,
Timezone,Causeway Point,#07-02,6894 1173,Amusement/Entertainment,
Timezone,Waterway Point,East Wing  #B2-14,6385 9121,Amusement/Entertainment,
Tino's Pizza Cafe,The Centrepoint,#B1-13,N.A,Food & Restaurants,
Toast Box,Causeway Point,#01-38,6893 4434,Food & Restaurants,
Toast Box,Changi City Point,#01-12,6636 0549,Food & Restaurants,
Toast Box,Eastpoint Mall,#01-01,6260 0371,Food & Restaurants,
Toast Box,The Centrepoint,#B1-08,6341 9759,Food & Restaurants,
Toast Box,YewTee Point,#01-03,6509 4309,Food & Restaurants,
Toast Box,Waterway Point,East Wing  #B1-15,6385 8563,Food & Restaurants,
TOG - Toy or Game,Causeway Point,#04-05,6891 2836,Amusement/Entertainment,
TOG - Toy or Game,Waterway Point,West Wing  #02-18,6385 9172,Amusement/Entertainment,
Tokutokuya,Changi City Point,#B1-46/47,Not Available,Furniture  Furnishings and Household,
Tom & Stefanie,Eastpoint Mall,#02-25,6694 8591,Children's Wear  Toys & Maternity,
Tori-Q,Eastpoint Mall,#B1-K2,Not Available,Food & Restaurants,
Toy Outpost,Northpoint City,North Wing  #03-14,6852 9003,Gifts,
Toy Outpost,Waterway Point,East Wing  #B2-12,6702 1968 <br> 6702 1268,Gifts,
Toy Realm,China Square Central,18 Cross St #01-13,9841 5304,Toys & Collectibles,
Toys Crazi,China Square Central,18 Cross St #02-19,9839 9927,Toys & Collectibles,
Toysland,Waterway Point,West Wing  #02-27,6385 7896,Toys & Collectibles,
Toystar,China Square Central,18 Cross St #02-31,9748 1103,Toys & Collectibles,
Toys‰Û¡ÌÝÌR‰Û¡ÌÝåUs,Waterway Point,West Wing  #B1-10B,6386 9422,Toys & Collectibles,
TPH 96,Eastpoint Mall,#02-K7,Not Available,Fashion Wear & Accessories,
Trendy Eyes,Bedok Point,#02-15,62412191,Optical,
Trimmings & Spa @ Robertson Walk,Robertson Walk,#02-17,6737 8512,Hair & Beauty,
Triumph,Changi City Point,#01-06,6636 0353,Fashion Wear & Accessories,
Triumph,Eastpoint Mall,#02-33,6443 3282,Fashion Wear & Accessories,
Triumph,Waterway Point,East Wing  #01-45,6385 7860,Fashion Wear & Accessories,
Triumph by Ultimate Cleavage,Bedok Point,#02-16,6242 7720,Fashion Wear & Accessories,
TSUJIRI,The Centrepoint,#01-101,6238 8224,Food & Restaurants,
Tuk Tuk Cha,Waterway Point,East Wing  #B1-K8,N.A,Food & Restaurants,
Tung Lok Signatures,Changi City Point,#01-26/27,6636 0606,Food & Restaurants,
Twelve Cupcakes,Causeway Point,#B1-K11,Not Available,Food & Restaurants,
Twelve Cupcakes,Changi City Point,#B1-K4,Not Available.,Food & Restaurants,
Twelve Cupcakes,Waterway Point,West Wing  #B2-K2,Not Available.,Food & Restaurants,
Two Bros Lifestyle & Gadget Store,The Centrepoint,#03-46/47,Not Available.,Electrical  Electronic  Camera & Telecommunication,
Typo,Waterway Point,West Wing  #01-07,6385 9373,Gifts,
Typo Outlet,Anchorpoint,#01-03/04,6479 7564,Gifts,
U CafÌÎå©,China Square Central,18 Cross St #02-13,Not Available.,Food & Restaurants,
Umistrong Art Store & Art Studio,Eastpoint Mall,#03-26,N.A,Books & Stationery,
umisushi,Eastpoint Mall,#B1-K5,6781 0038,Food & Restaurants,
umisushi,Waterway Point,East Wing  #B2-02,6384 4565,Food & Restaurants,
Uncle Leong Signatures,Waterway Point,East Wing  #B1-21,6385 9989,Food & Restaurants,
Uniqlo,Causeway Point,#02-21/24,6894 0137,Fashion Wear & Accessories,
Uniqlo,Changi City Point,#01-60/61/62/63/64/65,6443 7416,Fashion Wear & Accessories,
Uniqlo,Waterway Point,West Wing  #01-21,6385 8246,Fashion Wear & Accessories,
United Overseas Bank (UOB),Northpoint City,North Wing,1800 222 2121,Bank & Money Changer,
United Overseas Bank (UOB),Waterway Point,West Wing  #01-01,1800 222 2121&nbsp;,Bank & Money Changer,
United Overseas Bank (UOB) ATM,Causeway Point,#02-K13,Not Available,Services,
Unity Pharmacy,YewTee Point,#B1-08/09,6762 6549,Pharmacy & Healthcare,
Unity Pharmacy,Waterway Point,West Wing  #B2-26,6385 8290,Pharmacy & Healthcare,
Universal Traveller Outlet,Changi City Point,#02-28,6604 7709,Sports & Leisure,
Unusual Express,Northpoint City,North Wing  #B1-31,6755 2030,Services,
Urban Mobile,YewTee Point,#01-44,6762 3282,Electrical  Electronic  Camera & Telecommunication,
Urban Studio,Changi City Point,#02-48,6604 8466,Fashion Wear & Accessories,
Valu$,Anchorpoint,#B1-28/29,N.A.,Furniture  Furnishings and Household,
Valu$,Causeway Point,#B1-13,6894 6433,Furniture  Furnishings and Household,
Valu$,Changi City Point,#B1-53/54,6636 1516,Furniture  Furnishings and Household,
Valu$,Waterway Point,West Wing  #B1-10A,N.A,Furniture  Furnishings and Household,
Veero,YewTee Point,#01-22,6762 5153,Fashion Wear & Accessories,
Venus Beauty,Causeway Point,#B1-10,6777 3936,Hair & Beauty,
Venus Beauty,Northpoint City,North Wing  #B2-05,6777 3936,Hair & Beauty,
Venus Beauty,Waterway Point,East Wing  #B2-17,6777 3936,Hair & Beauty,
Very Cool Stuff,China Square Central,18 Cross St #01-27,9786 3029 <br> 9068 4914,Toys & Collectibles,
Vets for Life Animal Clinic,Valley Point,#01-05/06,6732 0273,Services,
Victoria Facelift,Waterway Point,East Wing  #01-34,6513 3232,Hair & Beauty,
Vincent Toy Collection,China Square Central,18 Cross St #01-22,6337 3256,Toys & Collectibles,
Vincent Watch,Causeway Point,#01-10,6894 2143,Jewellery & Watches,
Vintage Studio Hairdressing Spa,Waterway Point,East Wing  #01-37,6385 8455,Hair & Beauty,
VIP Boutique,Anchorpoint,#B1-24,6471 0635,Hair & Beauty,
Vision Lab,Waterway Point,West Wing  #B1-05,6385 5398,Optical,
Vita Green,Eastpoint Mall,#02-K9,6444 8046,Pharmacy & Healthcare,
Vita Green,YewTee Point,#B1-53,6834 4511,Pharmacy & Healthcare,
Vivi,Causeway Point,#02-19,6891 3573,Fashion Wear & Accessories,
Vivian & Sean,Northpoint City,North Wing  #02-45,6759 5935,Leather Goods  Bags & Shoes,
Wacoal,Northpoint City,North Wing  #02-36,Not Available.,Fashion Wear & Accessories,
Wang Dae Bak Korean BBQ Restaurant,China Square Central,22 Cross St,6225 2646,Food & Restaurants,
Watami,Causeway Point,#05-09,6893 0855,Food & Restaurants,
Watsons,Anchorpoint,#B1-23,6479 0325,Pharmacy & Healthcare,M200772571
Watsons,Causeway Point,#B1-14/15,6891 2697,Pharmacy & Healthcare,M200772571
Watsons,Changi City Point,#B1-14/15,6636 1279,Pharmacy & Healthcare,M200772571
Watsons,Eastpoint Mall,#02-07/08/09,6443 1454,Pharmacy & Healthcare,M200772571
Watsons,YewTee Point,#B1-14/15,6509 4703,Pharmacy & Healthcare,M200772571
Watsons,Waterway Point,East Wing  #B1-31/32,63843347,Pharmacy & Healthcare,M200772571
WaWa Palace,Waterway Point,West Wing  #02-K3,Not Available.,Children's Wear  Toys & Maternity,
We Love,Eastpoint Mall,#03-K10,N.A,Fashion Wear & Accessories,
Wee Nam Kee Chicken Rice,Northpoint City,North Wing  #B1-48,N.A,Food & Restaurants,
West Co'z CafÌÎå©,YewTee Point,#01-28,6762 0180,Food & Restaurants,
Whoppi Mobile,Changi City Point,#02-K8,Not Available.,Electrical  Electronic  Camera & Telecommunication,
Window Image & Interior Design,Causeway Point,#04-24,6893 9555,Furniture  Furnishings and Household,
Wine Connection,Anchorpoint,#B1-08,6476 8997,Food & Restaurants,
Wine Connection,Changi City Point,#B1-17,6694 8816,Food & Restaurants,
Wine Connection,Robertson Walk,#01-06,6238 6878,Food & Restaurants,
Wine Connection Cheese Bar,Robertson Walk,#01-05,6238 1279,Food & Restaurants,
Wine Connection Tapas Bar & Bistro,Robertson Walk,#01-19/20,6235 5466,Food & Restaurants,
Wing Antiques & Collectibles,China Square Central,18 Cross St #02-21,6438 0089,Toys & Collectibles,
Wing Joo Loong,Northpoint City,North Wing,N.A,Pharmacy & Healthcare,
Winning Marketing,Causeway Point,#03-24,6893 1211,Sports & Leisure,
WOLF Burgers,Changi City Point,#01-43,N.A,Food & Restaurants,
Wow Tako,Causeway Point,#B1-K12,Not Available,Food & Restaurants,
Wow Tako,Northpoint City,North Wing  #B1-09,Not Available.,Food & Restaurants,
Wrap & Roll,Changi City Point,#B1-26/27,6443 1261,Food & Restaurants,
WTS Travel,Causeway Point,#05-19,6893 8558,Services,
WTS Travel,Waterway Point,East Wing  #B2-15,6881 8558,Services,
X-Craft,Causeway Point,#04-10,6894 3376,Fashion Wear & Accessories,
X-Zen Hair Salon,The Centrepoint,#03-25,6235 7731,Hair & Beauty,
XGEAR,Waterway Point,East Wing  #B1-29,6881 1021,Music & Audio Visual,
Xi Mi Voue,Eastpoint Mall,#01-21/22,N.A,Furniture  Furnishings and Household,
Xin Wang Hong Kong CafÌÎå©,Anchorpoint,#01-13/14,6474 4498,Food & Restaurants,
Xin Wang Hong Kong CafÌÎå©,Eastpoint Mall,#01-15,6260 0515,Food & Restaurants,
Xin Wang Hong Kong CafÌÎå©,Northpoint City,North Wing  #01-40,6752 3280,Food & Restaurants,
Xin Wang Hong Kong CafÌÎå©,YewTee Point,#01-17,6509 0146,Food & Restaurants,
Xndo,Causeway Point,#B1-K08,6219 5462,Pharmacy & Healthcare,
Xndo,Waterway Point,East Wing  #B2-24,6385 7923,Pharmacy & Healthcare,
Xpressflower.com,Causeway Point,#03-K12,6894 2983,Services,
Ya Kun Family CafÌÎå©,Changi City Point,#B1-36,6636 1877,Food & Restaurants,
Ya Kun Kaya Toast,Causeway Point,#B1-23,6891 1335,Food & Restaurants,
Ya Kun Kaya Toast,Northpoint City,North Wing,N.A,Food & Restaurants,
Ya Kun Kaya Toast,YewTee Point,#01-46/47/48,6834 4686,Food & Restaurants,
Ya Kun Kaya Toast,Waterway Point,East Wing  #B2-K12,6635 8795,Food & Restaurants,
Yakiniku Yazawa,Robertson Walk,#01-01,6235 2941,Food & Restaurants,
Yami Yogurt,Causeway Point,#B1-K22,6893 6685,Food & Restaurants,
Yami Yogurt,Changi City Point,#B1-37,6636 1989,Food & Restaurants,
Yang Hua Cake House,Anchorpoint,#B1-56,6475 5158,Food & Restaurants,
Yankee Candle,Changi City Point,#01-K11,6443 2339,Gifts,
YAYOI Japanese Restaurant,Eastpoint Mall,#01-13,6443 2265,Food & Restaurants,
Yeoman Capital Management,Robertson Walk,#02-13,6737 3922,Schools & Offices,
Yew Mei Fashion,YewTee Point,#01-11,6509 6293,Fashion Wear & Accessories,
Yick Ming Optical Co.,Eastpoint Mall,#01-19,6787 1138,Optical,
Yishion,Waterway Point,West Wing  #01-02/03,6386 0633,Fashion Wear & Accessories,
Yong Kang TCM Clinic,YewTee Point,#01-29,6310 7157,Services,
Yoshinoya,Causeway Point,#01-12,6893 6978,Food & Restaurants,
Young Hearts,Northpoint City,North Wing  #02-34,6482 2259,Fashion Wear & Accessories,
Your True Colours,Eastpoint Mall,#03-18,6788 6848,Hair & Beauty,
Yuan Kee Famous Chicken Rice,China Square Central,20 Cross St,Not Available,Food & Restaurants,
Yue Hwa,Eastpoint Mall,#B1-19/21,6444 3380,Department Stores,
Yummi House,Causeway Point,#B1-K05,6894 2082,Food & Restaurants,
Z.O.I,Waterway Point,West Wing  #B1-01,N.A,Fashion Wear & Accessories,
Zakka Modern Thai,Waterway Point,East Wing  #01-29,6385 8044,Food & Restaurants,
Zap It,Causeway Point,#05-02,6894 8894,Services,
Zenn Salon,YewTee Point,#B1-26,6509 4148,Hair & Beauty,
Zepy Games,Causeway Point,#03-14,6219 5114,Amusement/Entertainment,
Zheng De Yuan,YewTee Point,#01-08,9152 9399,Services,
Ziggy‰Û¡ÌÝå»s,Robertson Walk,#01-27/28,6235 5400,Amusement/Entertainment,
ZTP,Causeway Point,#B1-08,6891 3181,Pharmacy & Healthcare,
ZTP,Eastpoint Mall,#04-08,6636 0215,Pharmacy & Healthcare,
ZTP,Northpoint City,North Wing,6757 2468,Pharmacy & Healthcare,
ZTP,Waterway Point,West Wing  #B2-27,6386 8215,Pharmacy & Healthcare,